,Symbol,Expiry,Option Type,Strike Price,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Premium Turnover,Open Interest,Change in OI,Underlying,expiry_type,Date,value,days_to_expiry,IV
15418,ADANIPORTS,2018-07-26,PE,400.0,9.2,9.5,5.05,6.45,7.2,6.45,99,100656000.0,1655999.9999999998,122500,105000,398.75,monthly,2018-07-25,398.75,1,69
15764,ADANIPORTS,2018-08-30,PE,400.0,14.0,16.65,13.35,14.45,14.25,14.45,69,71591000.0,2591000.0,182500,52500,399.0,monthly,2018-08-01,399.0,29,32
15766,ADANIPORTS,2018-08-30,PE,400.0,15.35,17.1,12.05,15.2,16.0,15.2,110,113939000.0,3939000.0,320000,137500,399.15,monthly,2018-08-02,399.15,28,35
15768,ADANIPORTS,2018-08-30,PE,400.0,13.9,14.95,12.85,13.8,13.8,13.8,67,69283000.0,2283000.0,325000,5000,399.55,monthly,2018-08-03,399.55,27,32
15770,ADANIPORTS,2018-08-30,PE,400.0,12.85,15.8,11.5,14.85,14.4,14.85,231,239296000.0,8295999.999999999,417500,92500,397.35,monthly,2018-08-06,397.35,24,34
15772,ADANIPORTS,2018-08-30,PE,370.0,4.3,13.5,4.25,10.95,10.0,10.95,1161,1101978000.0,28053000.0,320000,57500,372.3,monthly,2018-08-07,372.3,23,33
15774,ADANIPORTS,2018-08-30,PE,370.0,11.0,12.1,8.25,8.5,8.65,8.5,363,344689000.0,8914000.0,367500,47500,374.6,monthly,2018-08-08,374.6,22,30
15776,ADANIPORTS,2018-08-30,PE,380.0,13.1,13.1,9.9,11.1,11.15,11.1,62,60633000.00000001,1732999.9999999998,300000,-27500,378.0,monthly,2018-08-09,378.0,21,29
15778,ADANIPORTS,2018-08-30,PE,380.0,11.75,12.0,8.95,10.4,11.0,10.4,67,65323000.0,1673000.0,307500,7500,379.3,monthly,2018-08-10,379.3,20,29
15780,ADANIPORTS,2018-08-30,PE,380.0,11.0,12.6,9.6,11.35,11.3,11.35,69,67434000.0,1884000.0,295000,-12500,377.15,monthly,2018-08-13,377.15,17,31
15782,ADANIPORTS,2018-08-30,PE,370.0,6.45,8.9,6.25,7.55,7.7,7.55,227,214212000.0,4237000.0,352500,-12500,373.15,monthly,2018-08-14,373.15,16,30
15784,ADANIPORTS,2018-08-30,PE,370.0,9.95,9.95,7.35,8.4,8.2,8.4,135,127735000.0,2860000.0,347500,-5000,370.3,monthly,2018-08-16,370.3,14,30
15786,ADANIPORTS,2018-08-30,PE,370.0,6.65,7.0,4.75,6.1,6.1,6.1,237,222619000.0,3394000.0,345000,-2500,374.1,monthly,2018-08-17,374.1,13,29
15788,ADANIPORTS,2018-08-30,PE,380.0,9.5,10.5,7.5,8.0,7.5,8.0,70,68109000.0,1609000.0,302500,17500,378.25,monthly,2018-08-20,378.25,10,29
15790,ADANIPORTS,2018-08-30,PE,380.0,6.5,9.5,6.45,8.45,8.95,8.45,98,95162000.0,2062000.0,305000,2500,377.95,monthly,2018-08-21,377.95,9,32
15792,ADANIPORTS,2018-08-30,PE,380.0,10.6,10.6,5.0,5.6,5.15,5.6,297,287235000.0,5085000.0,392500,87500,384.5,monthly,2018-08-23,384.5,7,37
15794,ADANIPORTS,2018-08-30,PE,380.0,6.45,9.5,4.85,8.2,7.85,8.2,332,320818000.0,5418000.0,360000,-32500,376.75,monthly,2018-08-24,376.75,6,34
15796,ADANIPORTS,2018-08-30,PE,380.0,7.9,7.9,4.75,5.4,5.1,5.4,91,87806000.0,1356000.0,340000,-20000,378.65,monthly,2018-08-27,378.65,3,35
15798,ADANIPORTS,2018-08-30,PE,390.0,11.5,12.9,5.5,6.65,5.7,6.65,56,55659000.0,1059000.0,145000,40000,386.95,monthly,2018-08-28,386.95,2,43
15800,ADANIPORTS,2018-08-30,PE,390.0,5.0,7.95,3.9,6.05,5.75,6.05,167,165069000.0,2244000.0,205000,60000,385.9,monthly,2018-08-29,385.9,1,45
16084,ADANIPORTS,2018-09-27,PE,380.0,11.15,12.35,6.75,10.15,10.6,10.15,425,413790000.0,10040000.0,532500,367500,384.45,monthly,2018-09-03,384.45,24,32
16086,ADANIPORTS,2018-09-27,PE,370.0,6.55,10.65,6.55,10.45,10.65,10.45,312,295623000.0,7023000.0,270000,122500,373.75,monthly,2018-09-04,373.75,23,34
16088,ADANIPORTS,2018-09-27,PE,380.0,16.4,18.6,12.4,12.95,13.35,12.95,53,52429000.0,2079000.0,527500,7500,379.2,monthly,2018-09-05,379.2,22,35
16090,ADANIPORTS,2018-09-27,PE,380.0,14.2,14.5,8.1,8.85,8.75,8.85,96,93800000.0,2600000.0,525000,-2500,384.8,monthly,2018-09-06,384.8,21,31
16092,ADANIPORTS,2018-09-27,PE,380.0,9.3,13.45,9.05,12.3,12.55,12.3,120,117348000.0,3347999.9999999995,497500,-27500,377.45,monthly,2018-09-07,377.45,20,32
16094,ADANIPORTS,2018-09-27,PE,370.0,7.5,11.0,6.8,10.65,10.8,10.65,154,145910000.0,3460000.0,307500,-35000,371.95,monthly,2018-09-10,371.95,17,37
16096,ADANIPORTS,2018-09-27,PE,360.0,5.7,9.2,5.15,8.85,8.8,8.85,266,244172000.0,4772000.0,365000,-22500,364.65,monthly,2018-09-11,364.65,16,37
16098,ADANIPORTS,2018-09-27,PE,380.0,18.7,19.3,11.05,12.25,12.5,12.25,99,97813000.0,3763000.000000001,527500,35000,376.05,monthly,2018-09-12,376.05,15,34
16100,ADANIPORTS,2018-09-27,PE,380.0,8.8,10.15,6.5,7.7,7.55,7.7,379,367829000.0,7779000.000000001,602500,75000,380.1,monthly,2018-09-14,380.1,13,28
16102,ADANIPORTS,2018-09-27,PE,380.0,8.8,10.3,6.45,7.6,7.7,7.6,234,226954000.0,4654000.0,592500,-10000,380.8,monthly,2018-09-17,380.8,10,32
16104,ADANIPORTS,2018-09-27,PE,380.0,7.05,8.85,4.55,7.3,5.55,7.3,559,540441000.0,9391000.0,540000,-52500,379.55,monthly,2018-09-18,379.55,9,30
16106,ADANIPORTS,2018-09-27,PE,370.0,3.0,5.05,2.2,4.6,4.2,4.6,575,536881000.0,5006000.0,355000,-32500,372.4,monthly,2018-09-19,372.4,8,26
16108,ADANIPORTS,2018-09-27,PE,360.0,1.9,17.65,0.75,7.05,6.8,7.05,267,242641000.0,2341000.0,187500,-77500,361.75,monthly,2018-09-21,361.75,6,43
16110,ADANIPORTS,2018-09-27,PE,350.0,5.4,12.9,4.45,8.85,8.55,8.85,142,127287000.0,3037000.0,175000,-57500,,monthly,2018-09-24,345.85,3,52
16112,ADANIPORTS,2018-09-27,PE,340.0,6.85,16.35,4.0,6.65,6.0,6.65,216,187581000.0,3981000.0,205000,7500,337.95,monthly,2018-09-25,337.95,2,56
16114,ADANIPORTS,2018-09-27,PE,340.0,4.0,8.05,3.8,4.4,4.5,4.4,179,154754000.0,2604000.0,187500,-17500,338.55,monthly,2018-09-26,338.55,1,51
16424,ADANIPORTS,2018-10-25,PE,330.0,15.65,19.0,11.9,13.6,11.9,13.6,37,32056000.0,1531000.0,65000,-5000,330.35,monthly,2018-10-01,330.35,24,42
16426,ADANIPORTS,2018-10-25,PE,330.0,12.75,14.5,10.2,13.7,14.5,13.7,60,51302000.0,1802000.0,77500,12500,329.75,monthly,2018-10-03,329.75,22,43
16428,ADANIPORTS,2018-10-25,PE,315.0,12.4,13.4,11.25,11.25,11.25,11.25,4,3272000.0,122000.0,10000,7500,317.05,monthly,2018-10-04,317.05,21,41
16430,ADANIPORTS,2018-10-25,PE,300.0,9.0,15.15,8.7,13.4,14.8,13.4,447,347460000.0,12210000.0,182500,62500,301.8,monthly,2018-10-05,301.8,20,52
16432,ADANIPORTS,2018-10-25,PE,305.0,15.15,16.05,15.15,16.05,16.05,16.05,2,1603000.0,78000.0,15000,0,304.35,monthly,2018-10-08,304.35,17,61
16434,ADANIPORTS,2018-10-25,PE,320.0,18.3,18.85,11.5,14.2,14.55,14.2,45,37740000.0,1739999.9999999998,127500,32500,318.75,monthly,2018-10-09,318.75,16,52
16436,ADANIPORTS,2018-10-25,PE,325.0,15.05,15.05,9.95,10.35,10.95,10.35,14,11770000.0,395000.0,37500,7500,327.1,monthly,2018-10-10,327.1,15,44
16438,ADANIPORTS,2018-10-25,PE,315.0,11.5,14.65,9.5,14.35,14.65,14.35,10,8200000.0,325000.0,25000,-10000,313.5,monthly,2018-10-11,313.5,14,56
16440,ADANIPORTS,2018-10-25,PE,325.0,12.75,14.35,11.5,14.35,14.35,14.35,18,15191999.999999998,567000.0,62500,32500,323.15,monthly,2018-10-12,323.15,13,56
16442,ADANIPORTS,2018-10-25,PE,320.0,10.55,14.0,10.2,10.85,10.75,10.85,47,38990000.0,1390000.0,175000,-27500,321.25,monthly,2018-10-15,321.25,10,55
16444,ADANIPORTS,2018-10-25,PE,330.0,12.0,14.6,8.5,9.0,8.85,9.0,46,39101000.0,1151000.0,80000,32500,333.35,monthly,2018-10-16,333.35,9,51
16446,ADANIPORTS,2018-10-25,PE,315.0,5.0,13.3,5.0,11.65,11.4,11.65,15,12176000.0,363000.0,67500,2500,313.9,monthly,2018-10-17,313.9,8,60
16448,ADANIPORTS,2018-10-25,PE,315.0,6.05,12.3,6.05,8.75,8.45,8.75,10,8120000.0,245000.00000000003,57500,-10000,315.35,monthly,2018-10-19,315.35,6,56
16450,ADANIPORTS,2018-10-25,PE,315.0,5.35,11.2,5.3,8.65,7.0,8.65,36,29003000.0,653000.0,57500,0,315.4,monthly,2018-10-22,315.4,3,78
16452,ADANIPORTS,2018-10-25,PE,320.0,9.95,13.8,8.5,9.25,9.95,9.25,114,94133000.0,2933000.0,237500,30000,319.0,monthly,2018-10-23,319.0,2,93
16454,ADANIPORTS,2018-10-25,PE,315.0,4.7,9.6,2.05,3.35,3.1,3.35,222,177513000.0,2688000.0,55000,-22500,314.15,monthly,2018-10-24,314.15,1,44
16900,ADANIPORTS,2018-11-29,PE,320.0,10.3,14.95,10.25,12.85,12.85,12.85,53,44119000.0,1719000.0000000002,115000,10000,318.3,monthly,2018-11-01,318.3,28,35
16902,ADANIPORTS,2018-11-29,PE,335.0,12.95,14.5,11.0,13.35,12.75,13.35,24,20853000.0,753000.0,30000,20000,333.6,monthly,2018-11-02,333.6,27,36
16904,ADANIPORTS,2018-11-29,PE,330.0,11.4,14.15,10.85,12.5,12.65,12.5,85,72853000.0,2728000.0,87500,-35000,329.55,monthly,2018-11-05,329.55,24,38
16906,ADANIPORTS,2018-11-29,PE,325.0,9.5,12.45,8.5,11.45,11.8,11.45,18,15107000.0,482000.0,57500,2500,325.6,monthly,2018-11-06,325.6,23,37
16908,ADANIPORTS,2018-11-29,PE,325.0,10.5,10.5,10.5,10.5,10.5,10.5,1,839000.0,26000.0,57500,0,326.2,monthly,2018-11-07,326.2,22,36
16910,ADANIPORTS,2018-11-29,PE,340.0,17.3,17.3,13.0,14.1,14.1,14.1,18,15956000.0,656000.0,57500,0,337.6,monthly,2018-11-09,337.6,20,42
16912,ADANIPORTS,2018-11-29,PE,330.0,5.4,11.4,4.85,10.8,11.4,10.8,160,135531000.0,3531000.0,147500,30000,328.65,monthly,2018-11-12,328.65,17,37
16914,ADANIPORTS,2018-11-29,PE,335.0,13.35,13.35,10.0,10.0,10.0,10.0,8,6941000.0,241000.0,55000,-5000,334.1,monthly,2018-11-13,334.1,16,35
16916,ADANIPORTS,2018-11-29,PE,330.0,6.95,9.25,6.85,7.9,7.6,7.9,88,74372000.0,1772000.0,145000,-10000,332.0,monthly,2018-11-14,332.0,15,34
16918,ADANIPORTS,2018-11-29,PE,345.0,10.85,10.85,8.0,8.4,8.6,8.4,23,20352000.0,514000.0,27500,25000,346.2,monthly,2018-11-15,346.2,14,34
16920,ADANIPORTS,2018-11-29,PE,345.0,10.0,10.0,6.75,7.85,7.65,7.85,27,23869000.0,582000.0,45000,17500,347.45,monthly,2018-11-16,347.45,13,35
16922,ADANIPORTS,2018-11-29,PE,350.0,8.6,11.55,7.1,7.5,7.55,7.5,65,58335000.0,1460000.0,112500,42500,350.55,monthly,2018-11-19,350.55,10,34
16924,ADANIPORTS,2018-11-29,PE,355.0,8.85,8.85,6.85,7.15,7.45,7.15,45,40842000.0,905000.0,72500,47500,355.25,monthly,2018-11-20,355.25,9,33
16926,ADANIPORTS,2018-11-29,PE,360.0,10.1,10.5,5.1,5.45,5.7,5.45,78,71418000.0,1218000.0,145000,107500,361.25,monthly,2018-11-21,361.25,8,29
16928,ADANIPORTS,2018-11-29,PE,370.0,8.35,8.4,5.0,6.3,6.5,6.3,43,40477000.0,702000.0,67500,35000,368.15,monthly,2018-11-22,368.15,7,26
16930,ADANIPORTS,2018-11-29,PE,370.0,7.8,13.05,3.9,4.15,4.25,4.15,99,93150000.0,1575000.0,175000,107500,369.05,monthly,2018-11-26,369.05,3,27
16932,ADANIPORTS,2018-11-29,PE,370.0,8.0,8.0,3.3,3.9,4.0,3.9,171,160129000.0,1954000.0,212500,37500,369.05,monthly,2018-11-27,369.05,2,31
16934,ADANIPORTS,2018-11-29,PE,365.0,3.3,5.35,1.8,2.4,3.15,2.4,197,181453000.0,1689999.9999999998,172500,-117500,365.4,monthly,2018-11-28,365.4,1,34
17736,ADANIPORTS,2018-12-27,PE,375.0,18.25,18.45,12.1,13.1,13.5,13.1,25,24307000.0,869999.9999999999,15000,5000,375.65,monthly,2018-12-03,375.65,24,36
17738,ADANIPORTS,2018-12-27,PE,375.0,14.3,14.55,12.65,12.8,12.65,12.8,18,17491000.0,616000.0,32500,17500,373.8,monthly,2018-12-04,373.8,23,34
17740,ADANIPORTS,2018-12-27,PE,375.0,12.8,13.65,12.35,12.6,12.6,12.6,23,22307000.0,744000.0,35000,2500,374.75,monthly,2018-12-05,374.75,22,35
17742,ADANIPORTS,2018-12-27,PE,365.0,8.9,14.3,8.9,13.65,14.0,13.65,34,32059000.0,1034000.0,50000,-15000,363.95,monthly,2018-12-06,363.95,21,39
17744,ADANIPORTS,2018-12-27,PE,375.0,17.55,17.55,13.9,13.95,13.95,13.95,6,5855000.0,230000.0,30000,2500,373.45,monthly,2018-12-07,373.45,20,39
17746,ADANIPORTS,2018-12-27,PE,360.0,13.65,14.15,11.3,13.65,13.9,13.65,263,245216000.0,8516000.0,230000,-77500,359.15,monthly,2018-12-10,359.15,17,44
17748,ADANIPORTS,2018-12-27,PE,360.0,18.7,18.75,8.55,11.95,11.85,11.95,216,202079000.0,7679000.000000001,122500,-107500,355.75,monthly,2018-12-11,355.75,16,33
17750,ADANIPORTS,2018-12-27,PE,375.0,19.55,19.55,9.5,9.5,9.5,9.5,2,1948000.0,73000.0,27500,0,374.45,monthly,2018-12-12,374.45,15,31
17752,ADANIPORTS,2018-12-27,PE,370.0,7.85,9.05,7.45,8.45,8.35,8.45,71,67159000.0,1484000.0,185000,10000,371.05,monthly,2018-12-13,371.05,14,32
17754,ADANIPORTS,2018-12-27,PE,370.0,9.1,9.9,8.2,8.75,9.15,8.75,84,79614000.0,1914000.0,172500,-12500,368.6,monthly,2018-12-14,368.6,13,30
17756,ADANIPORTS,2018-12-27,PE,370.0,6.85,8.0,5.35,7.05,7.5,7.05,90,84787000.0,1537000.0,192500,20000,371.4,monthly,2018-12-17,371.4,10,32
17758,ADANIPORTS,2018-12-27,PE,375.0,11.25,13.3,7.85,8.3,8.3,8.3,28,27024000.0,774000.0,42500,-5000,372.9,monthly,2018-12-18,372.9,9,31
17760,ADANIPORTS,2018-12-27,PE,375.0,7.0,8.0,5.5,5.8,6.0,5.8,66,62934000.0,1059000.0,117500,75000,375.85,monthly,2018-12-19,375.85,8,28
17762,ADANIPORTS,2018-12-27,PE,375.0,7.8,9.2,5.1,5.6,5.1,5.6,36,34379000.0,629000.0,120000,2500,375.15,monthly,2018-12-20,375.15,7,28
17764,ADANIPORTS,2018-12-27,PE,360.0,2.0,7.4,1.35,6.55,6.5,6.55,538,491049000.0,6848999.999999999,487500,115000,361.1,monthly,2018-12-21,361.1,6,39
17766,ADANIPORTS,2018-12-27,PE,360.0,6.6,6.6,2.2,3.9,3.1,3.9,466,424564000.00000006,5164000.0,457500,-30000,361.1,monthly,2018-12-24,361.1,3,34
17768,ADANIPORTS,2018-12-27,PE,375.0,14.25,14.35,1.7,2.2,1.95,2.2,100,94638000.0,888000.0000000001,152500,57500,376.55,monthly,2018-12-26,376.55,1,37
18096,ADANIPORTS,2019-01-31,PE,390.0,15.05,15.9,12.4,12.65,12.4,12.65,26,26236000.0,886000.0,65000,25000,389.0,monthly,2019-01-01,389.0,30,29
18098,ADANIPORTS,2019-01-31,PE,380.0,9.4,13.0,8.9,12.1,12.5,12.1,126,123086000.0,3386000.0,212500,-57500,381.3,monthly,2019-01-02,381.3,29,31
18100,ADANIPORTS,2019-01-31,PE,380.0,12.1,13.65,10.4,13.2,13.4,13.2,122,119684000.0,3784000.000000001,195000,-17500,378.1,monthly,2019-01-03,378.1,28,31
18102,ADANIPORTS,2019-01-31,PE,380.0,13.05,14.1,10.5,10.9,10.5,10.9,75,73507000.0,2257000.0,177500,-17500,382.15,monthly,2019-01-04,382.15,27,30
18104,ADANIPORTS,2019-01-31,PE,380.0,9.85,11.35,8.45,10.6,11.35,10.6,41,39988000.0,1038000.0,172500,-5000,381.65,monthly,2019-01-07,381.65,24,30
18106,ADANIPORTS,2019-01-31,PE,380.0,11.5,13.05,10.65,11.4,11.45,11.4,41,40151000.0,1201000.0,160000,-12500,378.75,monthly,2019-01-08,378.75,23,30
18108,ADANIPORTS,2019-01-31,PE,375.0,9.0,10.25,8.95,9.5,9.5,9.5,15,14415000.0,352000.0,145000,0,377.3,monthly,2019-01-09,377.3,22,30
18110,ADANIPORTS,2019-01-31,PE,380.0,9.95,11.4,9.6,10.0,10.0,10.0,26,25377000.0,677000.0,160000,12500,380.25,monthly,2019-01-10,380.25,21,29
18112,ADANIPORTS,2019-01-31,PE,375.0,8.4,9.4,8.4,8.9,9.1,8.9,6,5758000.0,133000.0,142500,-2500,377.15,monthly,2019-01-11,377.15,20,29
18114,ADANIPORTS,2019-01-31,PE,375.0,10.35,10.6,9.4,9.4,9.4,9.4,8,7698000.0,198000.0,142500,0,374.45,monthly,2019-01-14,374.45,17,29
18116,ADANIPORTS,2019-01-31,PE,385.0,13.9,13.9,8.55,8.65,8.7,8.65,11,10868000.0,281000.0,62500,10000,385.15,monthly,2019-01-15,385.15,16,28
18118,ADANIPORTS,2019-01-31,PE,390.0,13.4,14.35,8.6,8.95,8.75,8.95,29,29002000.0,727000.0,77500,25000,389.3,monthly,2019-01-16,389.3,15,28
18120,ADANIPORTS,2019-01-31,PE,395.0,11.5,11.65,8.5,8.8,9.3,8.8,15,15169999.999999998,357000.0,20000,15000,,monthly,2019-01-17,394.5,14,29
18122,ADANIPORTS,2019-01-31,PE,400.0,12.0,12.2,8.2,8.4,8.35,8.4,29,29640000.0,640000.0,82500,57500,399.3,monthly,2019-01-18,399.3,13,27
18124,ADANIPORTS,2019-01-31,PE,395.0,7.5,9.5,5.15,7.5,7.3,7.5,118,118679000.0,2154000.0,112500,2500,396.2,monthly,2019-01-21,396.2,10,31
18126,ADANIPORTS,2019-01-31,PE,390.0,6.0,9.1,5.85,6.8,5.85,6.8,147,145979000.0,2654000.0,165000,-42500,390.6,monthly,2019-01-22,390.6,9,30
18128,ADANIPORTS,2019-01-31,PE,385.0,4.65,6.95,4.65,6.35,6.35,6.35,56,54699000.0,799000.0,102500,-17500,385.2,monthly,2019-01-23,385.2,8,29
18130,ADANIPORTS,2019-01-31,PE,380.0,4.9,7.05,4.55,4.8,4.75,4.8,183,176433000.0,2583000.0,197500,22500,380.95,monthly,2019-01-24,380.95,7,25
18132,ADANIPORTS,2019-01-31,PE,375.0,2.8,7.1,2.55,6.65,6.15,6.65,32,30419000.0,419000.00000000006,110000,-22500,373.85,monthly,2019-01-25,373.85,6,32
18134,ADANIPORTS,2019-01-31,PE,330.0,2.45,19.9,2.45,15.3,15.0,15.3,226,193090000.0,6640000.000000001,150000,97500,326.1,monthly,2019-01-28,326.1,3,112
18136,ADANIPORTS,2019-01-31,PE,350.0,18.6,18.6,5.35,7.8,8.3,7.8,118,105843000.0,2593000.0,120000,32500,349.25,monthly,2019-01-29,349.25,2,72
18138,ADANIPORTS,2019-01-31,PE,340.0,3.95,7.5,3.95,5.65,6.05,5.65,424,366631000.0,6231000.0,197500,2500,338.15,monthly,2019-01-30,338.15,1,66
19476,ADANIPORTS,2019-02-28,PE,340.0,13.4,16.0,10.25,14.3,14.4,14.3,89,78470000.0,2820000.0,142500,65000,338.45,monthly,2019-02-01,338.45,27,38
19478,ADANIPORTS,2019-02-28,PE,335.0,14.0,17.75,13.25,15.2,14.95,15.2,19,16638000.0,726000.0,50000,15000,335.65,monthly,2019-02-04,335.65,24,46
19480,ADANIPORTS,2019-02-28,PE,340.0,18.55,20.0,14.5,15.0,15.4,15.0,53,47230000.0,2180000.0,165000,10000,339.8,monthly,2019-02-05,339.8,23,45
19482,ADANIPORTS,2019-02-28,PE,330.0,10.8,20.1,10.35,13.65,14.45,13.65,503,433580000.0,18605000.0,255000,80000,330.35,monthly,2019-02-06,330.35,22,44
19484,ADANIPORTS,2019-02-28,PE,330.0,10.75,17.65,9.65,10.55,10.3,10.55,282,241881000.0,9231000.0,205000,-50000,332.35,monthly,2019-02-07,332.35,21,38
19486,ADANIPORTS,2019-02-28,PE,330.0,9.5,12.5,9.0,11.25,11.55,11.25,59,50274000.0,1599000.0,190000,-15000,331.5,monthly,2019-02-08,331.5,20,40
19488,ADANIPORTS,2019-02-28,PE,330.0,12.3,17.6,9.65,11.8,11.0,11.8,72,61736000.0,2336000.0,162500,-27500,328.8,monthly,2019-02-11,328.8,17,41
19490,ADANIPORTS,2019-02-28,PE,325.0,11.0,11.0,8.4,9.25,9.25,9.25,20,16716000.0,466000.0,87500,7500,326.8,monthly,2019-02-12,326.8,16,38
19492,ADANIPORTS,2019-02-28,PE,340.0,13.25,13.25,6.3,8.6,8.65,8.6,498,433334000.0,10034000.0,262500,152500,341.65,monthly,2019-02-13,341.65,15,35
19494,ADANIPORTS,2019-02-28,PE,350.0,13.4,13.4,8.25,9.35,9.85,9.35,123,110679000.0,3054000.0,130000,47500,349.1,monthly,2019-02-14,349.1,14,33
19496,ADANIPORTS,2019-02-28,PE,350.0,9.9,10.45,8.0,8.85,8.95,8.85,169,151787000.0,3912000.0,175000,45000,350.15,monthly,2019-02-15,350.15,13,35
19498,ADANIPORTS,2019-02-28,PE,345.0,6.55,8.85,6.0,8.25,8.1,8.25,73,64345000.00000001,1382000.0,120000,12500,347.3,monthly,2019-02-18,347.3,10,41
19500,ADANIPORTS,2019-02-28,PE,340.0,6.4,9.2,5.0,8.4,8.15,8.4,307,266614000.0,5664000.0,342500,-40000,339.55,monthly,2019-02-19,339.55,9,39
19502,ADANIPORTS,2019-02-28,PE,355.0,14.9,14.9,7.1,7.65,7.7,7.65,34,30850000.0,675000.0,45000,35000,354.75,monthly,2019-02-20,354.75,8,36
19504,ADANIPORTS,2019-02-28,PE,355.0,6.25,8.2,5.1,5.95,5.95,5.95,67,60591999.99999999,1129000.0,95000,50000,355.75,monthly,2019-02-21,355.75,7,33
19506,ADANIPORTS,2019-02-28,PE,355.0,6.2,6.25,4.6,5.8,5.6,5.8,108,97301000.0,1451000.0,137500,42500,354.3,monthly,2019-02-22,354.3,6,30
19508,ADANIPORTS,2019-02-28,PE,325.0,4.2,9.2,3.55,6.35,6.0,6.35,648,536299000.0,9799000.0,472500,352500,324.55,monthly,2019-02-25,324.55,3,52
19510,ADANIPORTS,2019-02-28,PE,325.0,8.35,12.2,4.45,5.6,5.45,5.6,360,299972000.0,7472000.0,270000,-202500,323.5,monthly,2019-02-26,323.5,2,50
19512,ADANIPORTS,2019-02-28,PE,325.0,3.7,4.65,1.05,2.95,2.85,2.95,508,416237000.0,3486999.9999999995,477500,207500,325.25,monthly,2019-02-27,325.25,1,45
20196,ADANIPORTS,2019-03-28,PE,330.0,13.55,13.7,10.0,10.45,10.7,10.45,128,109203000.0,3603000.0,210000,80000,333.2,monthly,2019-03-01,333.2,27,34
20198,ADANIPORTS,2019-03-28,PE,340.0,15.5,15.5,10.75,11.2,11.0,11.2,93,81882000.0,2832000.0,125000,22500,339.25,monthly,2019-03-05,339.25,23,33
20200,ADANIPORTS,2019-03-28,PE,340.0,9.15,14.5,7.9,13.3,13.25,13.3,195,170825000.0,5075000.0,175000,50000,337.05,monthly,2019-03-06,337.05,22,37
20202,ADANIPORTS,2019-03-28,PE,340.0,14.0,14.0,9.75,10.0,10.0,10.0,51,44742000.0,1392000.0,180000,5000,340.9,monthly,2019-03-07,340.9,21,33
20204,ADANIPORTS,2019-03-28,PE,340.0,10.3,12.0,9.15,9.4,9.55,9.4,50,43839000.0,1339000.0,182500,2500,342.15,monthly,2019-03-08,342.15,20,34
20206,ADANIPORTS,2019-03-28,PE,350.0,11.8,12.0,8.0,8.2,8.05,8.2,66,59350000.0,1600000.0,145000,72500,351.3,monthly,2019-03-11,351.3,17,30
20208,ADANIPORTS,2019-03-28,PE,360.0,11.35,13.1,8.05,9.3,8.95,9.3,203,187494000.0,4794000.0,155000,82500,361.05,monthly,2019-03-12,361.05,16,33
20210,ADANIPORTS,2019-03-28,PE,370.0,14.85,16.05,11.0,11.7,12.05,11.7,39,37330000.0,1255000.0,52500,20000,367.15,monthly,2019-03-13,367.15,15,35
20212,ADANIPORTS,2019-03-28,PE,370.0,12.45,15.5,10.4,12.15,11.8,12.15,35,33528000.0,1153000.0,47500,-5000,366.0,monthly,2019-03-14,366.0,14,36
20214,ADANIPORTS,2019-03-28,PE,370.0,11.6,13.7,9.65,10.5,10.65,10.5,51,48672000.0,1497000.0,67500,20000,367.1,monthly,2019-03-15,367.1,13,33
20216,ADANIPORTS,2019-03-28,PE,370.0,8.95,11.2,6.8,9.35,8.95,9.35,183,173119000.0,3844000.0,157500,90000,369.0,monthly,2019-03-18,369.0,10,37
20218,ADANIPORTS,2019-03-28,PE,370.0,9.0,12.5,8.8,9.7,9.25,9.7,96,91420000.0,2620000.0,135000,-22500,365.75,monthly,2019-03-19,365.75,9,33
20220,ADANIPORTS,2019-03-28,PE,360.0,6.1,7.2,5.0,6.65,6.5,6.65,105,96109000.0,1609000.0,232500,-30000,360.6,monthly,2019-03-20,360.6,8,33
20222,ADANIPORTS,2019-03-28,PE,360.0,7.05,8.8,5.1,5.45,5.3,5.45,210,192646000.0,3646000.0,227500,-5000,360.75,monthly,2019-03-22,360.75,6,32
20224,ADANIPORTS,2019-03-28,PE,360.0,8.15,9.0,3.1,3.8,3.1,3.8,243,222093000.0,3393000.0,292500,65000,361.35,monthly,2019-03-25,361.35,3,34
20226,ADANIPORTS,2019-03-28,PE,370.0,8.4,8.4,3.5,3.85,3.7,3.85,89,83349000.0,1024000.0,222500,105000,368.6,monthly,2019-03-26,368.6,2,28
20228,ADANIPORTS,2019-03-28,PE,370.0,3.65,5.75,2.6,4.55,4.85,4.55,231,215713000.0,2038000.0,200000,-22500,366.3,monthly,2019-03-27,366.3,1,29
20628,ADANIPORTS,2019-04-25,PE,380.0,11.25,14.05,10.0,11.55,12.0,11.55,89,87145000.0,2595000.0,97500,35000,383.05,monthly,2019-04-01,383.05,24,34
20630,ADANIPORTS,2019-04-25,PE,380.0,13.0,13.2,11.0,11.9,11.7,11.9,62,60812000.0,1912000.0,80000,-17500,379.7,monthly,2019-04-02,379.7,23,32
20632,ADANIPORTS,2019-04-25,PE,380.0,10.9,11.85,9.75,11.15,11.45,11.15,80,78141000.0,2141000.0,75000,-5000,382.0,monthly,2019-04-03,382.0,22,33
