,Symbol,Expiry,Option Type,Strike Price,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Premium Turnover,Open Interest,Change in OI,Underlying,expiry_type,Date,value,days_to_expiry,IV
20634,ADANIPORTS,2019-04-25,PE,380.0,12.1,13.75,10.4,10.6,10.4,10.6,75,73519000.0,2269000.0,82500,7500,380.2,monthly,2019-04-04,380.2,21,31
20636,ADANIPORTS,2019-04-25,PE,390.0,16.35,16.35,12.0,12.25,12.25,12.25,12,12092000.0,392000.0,22500,7500,387.15,monthly,2019-04-05,387.15,20,31
20638,ADANIPORTS,2019-04-25,PE,380.0,8.5,13.1,8.35,10.95,10.95,10.95,154,150426000.0,4126000.0,120000,-15000,379.9,monthly,2019-04-08,379.9,17,34
20640,ADANIPORTS,2019-04-25,PE,380.0,11.55,13.35,9.25,9.45,9.65,9.45,40,39157000.0,1157000.0,122500,2500,380.7,monthly,2019-04-09,380.7,16,32
20642,ADANIPORTS,2019-04-25,PE,380.0,10.9,10.9,7.4,7.9,7.6,7.9,72,69926000.0,1526000.0,155000,32500,383.45,monthly,2019-04-10,383.45,15,31
20644,ADANIPORTS,2019-04-25,PE,380.0,8.6,10.55,8.25,8.8,9.85,8.8,108,105093000.0,2493000.0,172500,17500,379.45,monthly,2019-04-11,379.45,14,30
20646,ADANIPORTS,2019-04-25,PE,390.0,12.65,12.65,9.5,10.0,10.0,10.0,18,18033000.0,483000.0,37500,22500,385.65,monthly,2019-04-12,385.65,13,27
20648,ADANIPORTS,2019-04-25,PE,390.0,8.95,11.05,8.95,9.45,9.45,9.45,24,24000000.0,600000.0,42500,5000,387.05,monthly,2019-04-15,387.05,10,31
20650,ADANIPORTS,2019-04-25,PE,400.0,14.55,14.55,9.5,9.9,10.1,9.9,41,42084000.0,1084000.0,45000,35000,395.65,monthly,2019-04-16,395.65,9,31
20652,ADANIPORTS,2019-04-25,PE,390.0,5.3,6.5,4.8,5.6,6.25,5.6,86,85127000.0,1277000.0,120000,-40000,390.55,monthly,2019-04-18,390.55,7,28
20654,ADANIPORTS,2019-04-25,PE,390.0,6.75,8.2,4.2,4.65,5.1,4.65,93,91907000.0,1232000.0,130000,10000,391.05,monthly,2019-04-22,391.05,3,37
20656,ADANIPORTS,2019-04-25,PE,390.0,5.5,7.0,3.5,3.85,3.55,3.85,131,129459000.0,1734000.0,140000,10000,390.9,monthly,2019-04-23,390.9,2,37
20658,ADANIPORTS,2019-04-25,PE,390.0,4.5,5.6,1.4,1.65,1.9,1.65,101,99372000.0,897000.0000000001,112500,-27500,391.75,monthly,2019-04-24,391.75,1,30
20832,ADANIPORTS,2019-05-30,PE,400.0,19.8,20.9,19.15,20.9,20.9,20.9,9,9445000.0,445000.0,20000,10000,395.3,monthly,2019-05-02,395.3,28,43
20834,ADANIPORTS,2019-05-30,PE,390.0,15.75,21.5,15.75,21.2,21.5,21.2,69,70449000.0,3174000.0,117500,27500,387.25,monthly,2019-05-03,387.25,27,48
20836,ADANIPORTS,2019-05-30,PE,380.0,18.2,21.3,18.2,20.8,20.8,20.8,29,28997000.000000004,1447000.0,265000,7500,379.8,monthly,2019-05-06,379.8,24,54
20838,ADANIPORTS,2019-05-30,PE,370.0,16.0,19.95,14.35,19.35,19.4,19.35,54,52222000.0,2272000.0,97500,-22500,371.9,monthly,2019-05-07,371.9,23,56
20840,ADANIPORTS,2019-05-30,PE,370.0,19.0,19.5,17.3,18.7,18.65,18.7,42,40791000.0,1941000.0,92500,-5000,369.8,monthly,2019-05-08,369.8,22,52
20842,ADANIPORTS,2019-05-30,PE,360.0,17.0,17.45,15.2,16.2,16.0,16.2,64,60204999.99999999,2605000.0,172500,-7500,363.9,monthly,2019-05-09,363.9,21,53
20844,ADANIPORTS,2019-05-30,PE,370.0,20.25,20.25,14.95,17.65,18.15,17.65,49,47434000.0,2109000.0,97500,-2500,372.55,monthly,2019-05-10,372.55,20,55
20846,ADANIPORTS,2019-05-30,PE,360.0,14.8,17.4,14.0,16.7,16.4,16.7,75,70390000.0,2890000.0,170000,-10000,364.75,monthly,2019-05-13,364.75,17,62
20848,ADANIPORTS,2019-05-30,PE,370.0,19.0,19.3,17.0,17.95,17.85,17.95,57,55305999.99999999,2581000.0,132500,42500,370.55,monthly,2019-05-14,370.55,16,60
20850,ADANIPORTS,2019-05-30,PE,360.0,14.0,20.0,13.5,19.35,18.25,19.35,31,29255000.0,1355000.0,162500,-25000,360.15,monthly,2019-05-15,360.15,15,68
20852,ADANIPORTS,2019-05-30,PE,370.0,22.45,22.65,18.2,18.7,18.5,18.7,39,38020000.0,1945000.0,100000,-2500,371.5,monthly,2019-05-16,371.5,14,68
20854,ADANIPORTS,2019-05-30,PE,370.0,19.65,23.65,18.8,20.4,20.0,20.4,44,42994000.0,2294000.0,87500,-12500,367.1,monthly,2019-05-17,367.1,13,69
20856,ADANIPORTS,2019-05-30,PE,400.0,24.25,24.25,17.85,19.95,18.7,19.95,29,30533000.0,1533000.0,42500,27500,400.1,monthly,2019-05-20,400.1,10,76
20858,ADANIPORTS,2019-05-30,PE,390.0,11.45,23.65,11.45,22.4,22.5,22.4,168,172309000.0,8509000.0,112500,25000,387.6,monthly,2019-05-21,387.6,9,87
20860,ADANIPORTS,2019-05-30,PE,390.0,20.7,27.45,20.7,23.7,24.8,23.7,53,54791999.99999999,3117000.0,122500,10000,385.95,monthly,2019-05-22,385.95,8,95
20862,ADANIPORTS,2019-05-30,PE,410.0,23.25,23.25,4.9,12.5,12.5,12.5,436,458337000.0,11437000.0,100000,95000,407.55,monthly,2019-05-23,407.55,7,50
20864,ADANIPORTS,2019-05-30,PE,410.0,9.5,16.9,7.0,8.5,8.8,8.5,125,131510000.0,3385000.0,87500,-12500,410.25,monthly,2019-05-24,410.25,6,41
20866,ADANIPORTS,2019-05-30,PE,410.0,9.0,9.55,5.65,7.8,7.15,7.8,328,342364000.0,6164000.0,220000,132500,412.4,monthly,2019-05-27,412.4,3,60
20868,ADANIPORTS,2019-05-30,PE,410.0,4.7,6.7,2.1,4.55,4.6,4.55,1011,1046985000.0,10710000.0,245000,25000,412.65,monthly,2019-05-28,412.65,2,47
20870,ADANIPORTS,2019-05-30,PE,410.0,4.6,7.1,4.35,5.4,6.1,5.4,157,163200000.0,2275000.0,170000,-75000,406.55,monthly,2019-05-29,406.55,1,40
21336,ADANIPORTS,2019-06-27,PE,420.0,18.25,18.25,10.8,12.15,13.0,12.15,78,84500000.0,2600000.0,142500,40000,424.75,monthly,2019-06-03,424.75,24,34
21338,ADANIPORTS,2019-06-27,PE,430.0,19.0,19.5,13.6,14.55,13.6,14.55,83,92463000.0,3238000.0000000005,110000,67500,425.55,monthly,2019-06-04,425.55,23,30
21340,ADANIPORTS,2019-06-27,PE,430.0,13.5,16.5,11.85,13.05,13.15,13.05,78,86512000.0,2662000.0,155000,45000,426.3,monthly,2019-06-06,426.3,21,28
21342,ADANIPORTS,2019-06-27,PE,430.0,14.1,18.0,13.35,13.55,13.35,13.55,55,61229000.0,2104000.0,112500,-42500,425.2,monthly,2019-06-07,425.2,20,29
21344,ADANIPORTS,2019-06-27,PE,430.0,11.1,15.1,10.5,12.2,11.8,12.2,22,24319000.0,669000.0,112500,0,425.75,monthly,2019-06-10,425.75,17,28
21346,ADANIPORTS,2019-06-27,PE,430.0,13.4,13.5,11.15,12.2,11.75,12.2,16,17697000.0,497000.0,110000,-2500,426.3,monthly,2019-06-11,426.3,16,30
21348,ADANIPORTS,2019-06-27,PE,420.0,7.5,8.15,5.75,7.45,7.2,7.45,194,207169000.0,3469000.0,327500,5000,424.95,monthly,2019-06-12,424.95,15,29
21350,ADANIPORTS,2019-06-27,PE,420.0,7.9,7.9,6.4,6.95,6.8,6.95,117,124969000.0,2119000.0,325000,-2500,424.95,monthly,2019-06-13,424.95,14,28
21352,ADANIPORTS,2019-06-27,PE,430.0,11.0,12.8,10.3,11.2,11.0,11.2,16,17642000.0,442000.0,112500,-2500,426.4,monthly,2019-06-14,426.4,13,30
21354,ADANIPORTS,2019-06-27,PE,420.0,5.2,7.65,5.2,7.1,6.6,7.1,195,208045000.0,3295000.0000000005,352500,25000,422.85,monthly,2019-06-17,422.85,10,31
21356,ADANIPORTS,2019-06-27,PE,420.0,6.2,8.85,5.8,7.55,6.65,7.55,288,307810000.0,5410000.0,335000,-17500,421.4,monthly,2019-06-18,421.4,9,32
21358,ADANIPORTS,2019-06-27,PE,410.0,3.2,14.2,3.0,9.75,10.0,9.75,758,790886000.0,13936000.000000002,262500,-150000,407.7,monthly,2019-06-19,407.7,8,36
21360,ADANIPORTS,2019-06-27,PE,400.0,8.05,13.0,3.05,6.1,6.1,6.1,1280,1303766000.0,23766000.0,640000,-17500,401.2,monthly,2019-06-20,401.2,7,31
21362,ADANIPORTS,2019-06-27,PE,400.0,6.1,7.75,4.3,4.9,4.8,4.9,592,600486000.0,8486000.0,742500,102500,402.0,monthly,2019-06-21,402.0,6,29
21364,ADANIPORTS,2019-06-27,PE,410.0,10.7,10.7,5.45,5.9,5.85,5.9,47,48987000.0,811999.9999999999,115000,12500,406.0,monthly,2019-06-24,406.0,3,24
21366,ADANIPORTS,2019-06-27,PE,410.0,7.0,7.9,4.9,5.2,5.2,5.2,75,78036000.0,1161000.0,100000,-15000,405.65,monthly,2019-06-25,405.65,2,21
21368,ADANIPORTS,2019-06-27,PE,410.0,4.05,4.9,0.75,1.0,1.25,1.0,619,637006000.0,2531000.0,402500,302500,414.95,monthly,2019-06-26,414.95,1,33
21624,ADANIPORTS,2019-07-25,PE,410.0,10.0,11.35,9.3,9.65,9.95,9.65,86,90330000.0,2180000.0,152500,52500,413.25,monthly,2019-07-01,413.25,24,28
21626,ADANIPORTS,2019-07-25,PE,410.0,9.85,10.2,8.55,8.85,8.55,8.85,85,89133000.0,2008000.0,137500,-15000,414.05,monthly,2019-07-02,414.05,23,27
21628,ADANIPORTS,2019-07-25,PE,410.0,8.25,8.7,6.45,7.45,7.55,7.45,96,100205000.0,1805000.0,157500,20000,414.9,monthly,2019-07-03,414.9,22,25
21630,ADANIPORTS,2019-07-25,PE,410.0,7.5,8.15,7.0,7.3,7.15,7.3,28,29225000.0,525000.0,157500,0,414.9,monthly,2019-07-04,414.9,21,25
21632,ADANIPORTS,2019-07-25,PE,400.0,4.45,8.55,4.2,7.7,7.8,7.7,182,184714000.0,2714000.0,225000,-32500,402.45,monthly,2019-07-05,402.45,20,24
21634,ADANIPORTS,2019-07-25,PE,400.0,9.5,10.8,7.2,10.1,10.0,10.1,182,186242000.0,4242000.0,182500,-42500,397.8,monthly,2019-07-08,397.8,17,27
21636,ADANIPORTS,2019-07-25,PE,400.0,10.6,13.8,6.65,7.0,6.85,7.0,203,208135000.0,5135000.0,250000,67500,405.0,monthly,2019-07-09,405.0,16,28
21638,ADANIPORTS,2019-07-25,PE,400.0,5.85,8.35,5.8,7.35,7.55,7.35,158,160858000.0,2858000.0,272500,22500,405.0,monthly,2019-07-10,405.0,15,30
21640,ADANIPORTS,2019-07-25,PE,410.0,10.55,10.65,6.3,6.7,7.1,6.7,141,147300000.0,2775000.0,267500,110000,412.9,monthly,2019-07-11,412.9,14,26
21642,ADANIPORTS,2019-07-25,PE,420.0,11.35,13.35,8.05,10.2,9.35,10.2,63,67716000.0,1566000.0,90000,40000,415.3,monthly,2019-07-12,415.3,13,25
21644,ADANIPORTS,2019-07-25,PE,410.0,5.1,7.3,5.1,6.75,5.25,6.75,190,197754000.0,3004000.0,277500,-15000,409.1,monthly,2019-07-15,409.1,10,24
21646,ADANIPORTS,2019-07-25,PE,420.0,14.05,14.05,5.7,6.25,6.0,6.25,73,78094000.0,1444000.0,130000,50000,417.75,monthly,2019-07-16,417.75,9,20
21648,ADANIPORTS,2019-07-25,PE,420.0,6.8,8.9,6.5,7.4,7.3,7.4,146,156078000.0,2778000.0,125000,-5000,417.05,monthly,2019-07-17,417.05,8,24
21650,ADANIPORTS,2019-07-25,PE,410.0,4.0,4.9,2.95,4.3,3.55,4.3,231,239070000.0,2295000.0,335000,-100000,412.4,monthly,2019-07-18,412.4,7,24
21652,ADANIPORTS,2019-07-25,PE,410.0,3.25,11.0,3.05,7.95,8.25,7.95,367,381597000.0,5422000.0,195000,-140000,405.5,monthly,2019-07-19,405.5,6,26
21654,ADANIPORTS,2019-07-25,PE,410.0,8.4,13.2,5.15,5.95,6.3,5.95,88,92152000.0,1952000.0,157500,-37500,407.2,monthly,2019-07-22,407.2,3,30
21656,ADANIPORTS,2019-07-25,PE,400.0,2.25,5.85,2.25,4.75,4.8,4.75,910,919513000.0,9513000.0,605000,80000,399.75,monthly,2019-07-23,399.75,2,39
21658,ADANIPORTS,2019-07-25,PE,380.0,0.5,5.0,0.5,3.15,3.5,3.15,1518,1451342000.0,9242000.0,357500,72500,380.8,monthly,2019-07-24,380.8,1,44
22004,ADANIPORTS,2019-08-29,PE,370.0,10.85,15.0,10.0,12.55,12.95,12.55,112,107232000.0,3632000.0,242500,2500,371.1,monthly,2019-08-01,371.1,28,33
22006,ADANIPORTS,2019-08-29,PE,380.0,20.0,21.2,13.4,16.05,15.85,16.05,51,50496000.0,2046000.0,122500,12500,375.45,monthly,2019-08-02,375.45,27,35
22008,ADANIPORTS,2019-08-29,PE,370.0,13.65,18.75,12.1,14.0,13.65,14.0,208,200482000.0,8081999.999999999,232500,-42500,367.85,monthly,2019-08-05,367.85,24,35
22010,ADANIPORTS,2019-08-29,PE,380.0,18.0,18.0,12.85,13.35,13.25,13.35,36,35506000.0,1306000.0,120000,15000,376.95,monthly,2019-08-06,376.95,23,32
22012,ADANIPORTS,2019-08-29,PE,370.0,10.4,13.65,9.4,10.15,9.55,10.15,437,416454000.0,12229000.0,287500,35000,372.25,monthly,2019-08-07,372.25,22,32
22014,ADANIPORTS,2019-08-29,PE,370.0,7.0,12.25,6.6,7.45,6.6,7.45,321,304352000.0,7427000.0,225000,-62500,373.95,monthly,2019-08-08,373.95,21,27
22016,ADANIPORTS,2019-08-29,PE,380.0,10.5,12.0,9.2,10.65,10.85,10.65,114,111327000.0,3027000.0,142500,30000,376.6,monthly,2019-08-09,376.6,20,26
22018,ADANIPORTS,2019-08-29,PE,360.0,4.65,10.1,3.7,9.4,9.95,9.4,441,404824000.0,7923999.999999999,255000,-70000,360.55,monthly,2019-08-13,360.55,16,33
22020,ADANIPORTS,2019-08-29,PE,360.0,9.7,11.3,8.25,9.6,10.2,9.6,262,242085000.0,6285000.0,230000,-25000,358.85,monthly,2019-08-14,358.85,15,32
22022,ADANIPORTS,2019-08-29,PE,360.0,11.2,13.7,9.0,9.4,9.0,9.4,137,126802000.0,3502000.0000000005,187500,-42500,357.35,monthly,2019-08-16,357.35,13,31
22024,ADANIPORTS,2019-08-29,PE,360.0,9.65,9.65,6.25,9.0,8.95,9.0,111,102095000.0,2195000.0,207500,20000,357.4,monthly,2019-08-19,357.4,10,33
22026,ADANIPORTS,2019-08-29,PE,350.0,4.3,6.3,3.75,4.9,4.8,4.9,186,165191000.0,2441000.0,295000,-67500,354.95,monthly,2019-08-20,354.95,9,33
22028,ADANIPORTS,2019-08-29,PE,350.0,4.8,7.25,4.8,5.8,6.5,5.8,240,213510000.0,3510000.0,215000,-80000,350.7,monthly,2019-08-21,350.7,8,30
22030,ADANIPORTS,2019-08-29,PE,350.0,7.6,11.4,7.2,8.8,8.5,8.8,218,195698000.0,4948000.0,150000,-65000,345.05,monthly,2019-08-22,345.05,7,32
22032,ADANIPORTS,2019-08-29,PE,350.0,10.0,11.75,4.4,6.2,6.25,6.2,163,145171000.0,2546000.0,167500,17500,349.35,monthly,2019-08-23,349.35,6,33
22034,ADANIPORTS,2019-08-29,PE,370.0,11.0,16.0,5.0,6.1,5.6,6.1,63,59322000.0,1047000.0,135000,2500,368.2,monthly,2019-08-26,368.2,3,39
22036,ADANIPORTS,2019-08-29,PE,370.0,5.0,6.0,2.75,3.3,2.75,3.3,205,191811000.0,2186000.0,180000,45000,,monthly,2019-08-27,372.05,2,39
22038,ADANIPORTS,2019-08-29,PE,370.0,2.8,6.2,2.55,4.4,3.0,4.4,398,372124000.0,3974000.0,205000,25000,365.95,monthly,2019-08-28,365.95,1,21
22308,ADANIPORTS,2019-09-26,PE,360.0,11.5,11.9,8.75,10.9,11.0,10.9,70,64775000.0,1775000.0,100000,5000,361.3,monthly,2019-09-03,361.3,23,33
22310,ADANIPORTS,2019-09-26,PE,360.0,10.0,13.0,8.9,9.35,9.05,9.35,95,88016000.0,2516000.0,120000,20000,364.35,monthly,2019-09-04,364.35,22,33
22312,ADANIPORTS,2019-09-26,PE,370.0,13.5,14.2,12.0,12.15,12.0,12.15,25,23920000.0,795000.0,90000,15000,366.55,monthly,2019-09-05,366.55,21,31
22314,ADANIPORTS,2019-09-26,PE,370.0,11.55,12.8,10.6,11.75,11.95,11.75,32,30530000.0,930000.0,85000,-5000,365.75,monthly,2019-09-06,365.75,20,29
22316,ADANIPORTS,2019-09-26,PE,370.0,12.35,12.35,8.9,9.65,9.6,9.65,53,50339000.0,1314000.0,90000,5000,369.55,monthly,2019-09-09,369.55,17,31
22318,ADANIPORTS,2019-09-26,PE,370.0,10.5,10.8,6.6,7.15,7.2,7.15,98,92564000.0,1914000.0,95000,5000,373.35,monthly,2019-09-11,373.35,15,30
22320,ADANIPORTS,2019-09-26,PE,370.0,6.7,7.55,5.6,6.6,6.8,6.6,175,164612000.0,2737000.0,122500,27500,372.45,monthly,2019-09-12,372.45,14,27
22322,ADANIPORTS,2019-09-26,PE,370.0,6.55,8.05,5.05,5.35,5.4,5.35,147,138416000.0,2441000.0,135000,12500,374.2,monthly,2019-09-13,374.2,13,26
22324,ADANIPORTS,2019-09-26,PE,370.0,5.9,9.0,5.6,7.7,7.5,7.7,241,227410000.0,4485000.0,137500,2500,370.6,monthly,2019-09-16,370.6,10,33
22326,ADANIPORTS,2019-09-26,PE,370.0,7.0,10.6,6.3,9.9,10.0,9.9,169,159699000.0,3374000.0,155000,17500,365.3,monthly,2019-09-17,365.3,9,32
22328,ADANIPORTS,2019-09-26,PE,370.0,9.35,9.95,7.1,8.1,7.1,8.1,29,27446000.0,621000.0,162500,7500,366.35,monthly,2019-09-18,366.35,8,29
22330,ADANIPORTS,2019-09-26,PE,360.0,3.75,7.15,3.75,5.05,4.9,5.05,253,231157000.00000003,3457000.0,262500,-37500,361.9,monthly,2019-09-19,361.9,7,30
22332,ADANIPORTS,2019-09-26,PE,380.0,15.15,15.15,3.5,4.3,4.0,4.3,119,114646000.0,1596000.0,137500,82500,380.7,monthly,2019-09-20,380.7,6,24
22334,ADANIPORTS,2019-09-26,PE,410.0,12.5,12.5,7.4,8.15,7.4,8.15,30,31468000.0,718000.0,30000,27500,410.95,monthly,2019-09-23,410.95,3,58
22336,ADANIPORTS,2019-09-26,PE,410.0,10.7,10.7,3.3,3.8,4.2,3.8,275,285871000.0,3996000.0,155000,125000,413.85,monthly,2019-09-24,413.85,2,45
22338,ADANIPORTS,2019-09-26,PE,410.0,4.6,4.6,1.8,2.2,1.85,2.2,441,455299000.0,3274000.0,212500,57500,414.8,monthly,2019-09-25,414.8,1,48
22784,ADANIPORTS,2019-10-31,PE,405.0,8.4,14.0,8.4,13.6,13.6,13.6,9,9386000.0,273000.0,10000,0,404.05,monthly,2019-10-01,404.05,30,30
22786,ADANIPORTS,2019-10-31,PE,405.0,15.7,15.95,14.7,14.7,14.7,19.15,3,3153000.0,116000.0,10000,0,403.9,monthly,2019-10-03,403.9,28,33
22788,ADANIPORTS,2019-10-31,PE,395.0,8.75,12.05,8.65,10.45,10.45,18.1,21,21289000.0,552000.0,35000,-2500,394.6,monthly,2019-10-04,394.6,27,25
22790,ADANIPORTS,2019-10-31,PE,395.0,12.6,12.6,9.7,12.3,12.45,12.3,13,13226000.0,389000.0,37500,2500,395.25,monthly,2019-10-07,395.25,24,32
22792,ADANIPORTS,2019-10-31,PE,400.0,14.9,15.4,10.0,10.95,11.0,10.95,40,41211000.0,1211000.0,157500,10000,400.45,monthly,2019-10-09,400.45,22,30
22794,ADANIPORTS,2019-10-31,PE,400.0,13.05,13.7,10.7,11.0,10.7,11.0,28,28881000.0,881000.0,155000,-2500,399.9,monthly,2019-10-10,399.9,21,30
22796,ADANIPORTS,2019-10-31,PE,410.0,14.55,17.1,11.65,11.9,12.15,11.9,13,13747999.999999998,423000.00000000006,62500,-10000,409.05,monthly,2019-10-11,409.05,20,31
22798,ADANIPORTS,2019-10-31,PE,405.0,8.8,9.2,7.6,8.7,8.7,8.7,10,10336000.0,211000.0,20000,2500,407.45,monthly,2019-10-14,407.45,17,29
22800,ADANIPORTS,2019-10-31,PE,415.0,12.85,12.85,10.7,10.7,10.7,10.7,3,3201000.0,88000.0,15000,7500,413.75,monthly,2019-10-15,413.75,16,30
22802,ADANIPORTS,2019-10-31,PE,410.0,7.95,12.5,7.95,9.25,9.0,9.25,46,48353000.0,1203000.0,100000,-10000,410.0,monthly,2019-10-16,410.0,15,29
22804,ADANIPORTS,2019-10-31,PE,410.0,9.75,11.45,7.85,9.0,9.45,9.0,39,40955000.0,980000.0,115000,15000,409.15,monthly,2019-10-17,409.15,14,28
22806,ADANIPORTS,2019-10-31,PE,420.0,13.1,13.1,7.95,8.35,8.1,8.35,97,104002000.0,2152000.0,135000,57500,421.7,monthly,2019-10-18,421.7,13,30
22808,ADANIPORTS,2019-10-31,PE,420.0,7.0,10.45,5.5,8.4,7.7,8.4,159,170075000.0,3125000.0,135000,0,420.75,monthly,2019-10-22,420.75,9,34
22810,ADANIPORTS,2019-10-31,PE,395.0,3.0,10.05,3.0,9.5,9.9,9.5,114,114831000.0,2256000.0,60000,-12500,396.1,monthly,2019-10-23,396.1,8,43
22812,ADANIPORTS,2019-10-31,PE,400.0,11.85,12.15,7.35,8.3,9.1,8.3,187,191221000.0,4221000.0,227500,25000,399.15,monthly,2019-10-24,399.15,7,36
22814,ADANIPORTS,2019-10-31,PE,400.0,7.05,9.05,6.0,6.55,7.0,6.55,109,110971000.0,1971000.0,205000,-22500,398.95,monthly,2019-10-25,398.95,6,30
22816,ADANIPORTS,2019-10-31,PE,400.0,4.65,5.6,4.5,4.8,5.4,4.8,11,11134000.0,134000.0,202500,-2500,399.8,monthly,2019-10-27,399.8,4,28
22818,ADANIPORTS,2019-10-31,PE,400.0,5.1,5.9,4.2,5.0,4.85,5.0,81,82007000.0,1007000.0,195000,-7500,398.95,monthly,2019-10-29,398.95,2,38
22820,ADANIPORTS,2019-10-31,PE,400.0,5.65,6.0,2.15,4.2,3.7,4.2,126,127131000.0,1131000.0,145000,-50000,398.1,monthly,2019-10-30,398.1,1,38
23344,ADANIPORTS,2019-11-28,PE,390.0,13.5,16.7,12.6,15.7,16.0,15.7,60,60822000.0,2322000.0,100000,22500,389.75,monthly,2019-11-01,389.75,27,38
23346,ADANIPORTS,2019-11-28,PE,390.0,15.0,15.8,12.85,15.35,15.2,15.35,98,99165000.0,3615000.0,160000,60000,391.0,monthly,2019-11-04,391.0,24,41
23348,ADANIPORTS,2019-11-28,PE,390.0,14.0,17.65,14.0,15.6,15.55,15.6,41,41613000.0,1638000.0,167500,7500,390.0,monthly,2019-11-05,390.0,23,41
23350,ADANIPORTS,2019-11-28,PE,390.0,15.25,15.9,12.9,14.1,14.45,14.1,48,48500000.0,1700000.0,172500,5000,391.0,monthly,2019-11-06,391.0,22,39
23352,ADANIPORTS,2019-11-28,PE,390.0,14.5,15.15,13.8,13.95,14.1,13.95,32,32358000.0,1158000.0,165000,-7500,390.45,monthly,2019-11-07,390.45,21,39
23354,ADANIPORTS,2019-11-28,PE,385.0,12.1,13.8,11.8,13.7,13.6,13.7,10,9946000.0,321000.0,80000,0,386.15,monthly,2019-11-08,386.15,20,41
23356,ADANIPORTS,2019-11-28,PE,390.0,16.75,17.2,12.5,13.5,13.9,13.5,138,139403000.0,4853000.0,157500,-5000,387.9,monthly,2019-11-11,387.9,17,38
23358,ADANIPORTS,2019-11-28,PE,370.0,4.85,10.2,4.0,9.7,9.95,9.7,470,443144000.0,8394000.0,282500,80000,370.8,monthly,2019-11-13,370.8,15,34
23360,ADANIPORTS,2019-11-28,PE,370.0,8.55,11.45,7.65,9.4,9.55,9.4,128,121461000.0,3061000.0,280000,-2500,369.1,monthly,2019-11-14,369.1,14,32
23362,ADANIPORTS,2019-11-28,PE,365.0,7.0,8.05,7.0,7.75,7.9,7.75,28,26078000.0,528000.0,60000,-12500,366.3,monthly,2019-11-15,366.3,13,31
23364,ADANIPORTS,2019-11-28,PE,365.0,7.65,7.95,6.8,7.1,7.1,7.7,18,16756000.0,331000.0,75000,15000,365.65,monthly,2019-11-18,365.65,10,31
23366,ADANIPORTS,2019-11-28,PE,365.0,6.6,9.0,6.6,7.45,7.45,7.45,42,39170000.0,844999.9999999999,75000,0,364.05,monthly,2019-11-19,364.05,9,31
23368,ADANIPORTS,2019-11-28,PE,365.0,7.45,7.45,2.85,6.35,6.45,6.35,165,152340000.0,1778000.0,105000,30000,366.7,monthly,2019-11-20,366.7,8,34
23370,ADANIPORTS,2019-11-28,PE,370.0,6.5,7.85,4.65,6.2,6.6,6.2,294,276371000.0,4421000.0,275000,52500,372.1,monthly,2019-11-21,372.1,7,36
23372,ADANIPORTS,2019-11-28,PE,370.0,6.0,6.05,4.6,5.55,5.95,5.55,104,97585000.0,1385000.0,247500,-27500,371.45,monthly,2019-11-22,371.45,6,33
23374,ADANIPORTS,2019-11-28,PE,375.0,5.35,5.35,3.95,4.55,3.95,4.55,43,40800000.0,487000.0,52500,-10000,374.7,monthly,2019-11-25,374.7,3,33
23376,ADANIPORTS,2019-11-28,PE,370.0,2.0,4.2,1.3,3.3,3.5,3.3,209,194560000.0,1235000.0,292500,-52500,370.4,monthly,2019-11-26,370.4,2,32
23378,ADANIPORTS,2019-11-28,PE,375.0,7.35,8.0,2.75,3.15,3.15,3.15,5,4748000.0,61000.0,47500,0,372.95,monthly,2019-11-27,372.95,1,25
23876,ADANIPORTS,2019-12-26,PE,380.0,12.1,13.95,11.35,12.85,13.0,12.85,125,122751000.0,4001000.0,367500,45000,377.75,monthly,2019-12-02,377.75,24,31
23878,ADANIPORTS,2019-12-26,PE,360.0,5.3,12.0,4.8,10.8,12.0,10.8,290,267548000.0,6548000.0,420000,135000,361.95,monthly,2019-12-03,361.95,23,33
23880,ADANIPORTS,2019-12-26,PE,370.0,15.95,15.95,11.5,12.2,11.6,12.2,44,42090000.0,1390000.0,400000,0,367.85,monthly,2019-12-04,367.85,22,32
23882,ADANIPORTS,2019-12-26,PE,370.0,11.9,13.0,9.3,11.15,10.75,11.15,52,49528000.0,1428000.0,400000,0,368.4,monthly,2019-12-05,368.4,21,30
23884,ADANIPORTS,2019-12-26,PE,365.0,8.85,11.15,8.85,10.0,10.1,10.0,42,39369000.0,1044000.0,147500,7500,366.15,monthly,2019-12-06,366.15,20,32
23886,ADANIPORTS,2019-12-26,PE,375.0,15.8,15.8,9.4,10.7,10.7,10.7,36,34711000.0,961000.0,52500,0,373.6,monthly,2019-12-09,373.6,17,32
23888,ADANIPORTS,2019-12-26,PE,365.0,6.35,8.6,5.9,8.5,8.4,8.5,42,39073000.0,748000.0,140000,-12500,366.9,monthly,2019-12-10,366.9,16,32
23890,ADANIPORTS,2019-12-26,PE,370.0,10.25,11.0,8.75,9.0,9.3,9.0,36,34177000.0,877000.0,355000,-10000,369.7,monthly,2019-12-11,369.7,15,30
23892,ADANIPORTS,2019-12-26,PE,370.0,7.5,7.5,5.5,6.95,6.95,6.95,104,97877000.0,1677000.0,400000,45000,372.5,monthly,2019-12-12,372.5,14,29
